,loyalty_number,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed
269195,475395,2017,3,0,0,0.0,0,0
269196,954231,2017,10,0,0,0.0,0,0
269197,954293,2017,10,0,0,0.0,0,0
269198,954329,2017,10,0,0,0.0,0,0
269199,948714,2018,9,0,0,0.0,637,115
269200,954454,2017,10,0,0,0.0,0,0
269201,954558,2017,10,0,0,0.0,0,0
269202,954570,2017,10,0,0,0.0,0,0
269203,954587,2017,10,0,0,0.0,0,0
269204,954599,2017,10,0,0,0.0,0,0
269205,954773,2017,10,0,0,0.0,0,0
269206,954836,2017,10,0,0,0.0,0,0
269207,954952,2017,10,0,0,0.0,0,0
269208,955130,2017,10,0,0,0.0,0,0
269209,955138,2017,10,0,0,0.0,0,0
269210,955448,2017,10,0,0,0.0,0,0
269211,675535,2017,10,0,0,0.0,605,109
269212,955533,2017,10,0,0,0.0,0,0
269213,475395,2017,4,0,0,0.0,0,0
269214,575833,2017,7,0,0,0.0,850,153
269215,955649,2017,10,0,0,0.0,0,0
269216,955720,2017,10,0,0,0.0,0,0
269217,955991,2017,10,0,0,0.0,0,0
269218,956005,2017,10,0,0,0.0,0,0
269219,475395,2017,5,0,0,0.0,0,0
269220,311762,2018,11,0,0,0.0,574,103
269221,956233,2017,10,0,0,0.0,0,0
269222,956402,2017,10,0,0,0.0,0,0
269223,956438,2017,10,0,0,0.0,0,0
269224,956477,2017,10,0,0,0.0,0,0
269225,956558,2017,10,0,0,0.0,0,0
269226,956619,2017,10,0,0,0.0,0,0
269227,956630,2017,10,0,0,0.0,0,0
269228,956908,2017,10,0,0,0.0,0,0
269229,957008,2017,10,0,0,0.0,0,0
269230,957127,2017,10,0,0,0.0,0,0
269231,475395,2017,6,0,0,0.0,0,0
269232,957325,2017,10,0,0,0.0,0,0
269233,957377,2017,10,0,0,0.0,0,0
269234,957419,2017,10,0,0,0.0,0,0
269235,957452,2017,10,0,0,0.0,0,0
269236,957557,2017,10,0,0,0.0,0,0
269237,957628,2017,10,0,0,0.0,0,0
269238,957764,2017,10,0,0,0.0,0,0
269239,957901,2017,10,0,0,0.0,0,0
269240,475395,2017,7,0,0,0.0,0,0
269241,958283,2017,10,0,0,0.0,0,0
269242,958299,2017,10,0,0,0.0,0,0
269243,958491,2017,10,0,0,0.0,0,0
269244,958491,2017,10,0,0,0.0,0,0
269245,958518,2017,10,0,0,0.0,0,0
269246,958687,2017,10,0,0,0.0,0,0
269247,958743,2017,10,0,0,0.0,0,0
269248,958767,2017,10,0,0,0.0,0,0
269249,958800,2017,10,0,0,0.0,0,0
269250,958839,2017,10,0,0,0.0,0,0
269251,958869,2017,10,0,0,0.0,0,0
269252,475395,2017,8,0,0,0.0,0,0
269253,959027,2017,10,0,0,0.0,0,0
269254,959044,2017,10,0,0,0.0,0,0
269255,959059,2017,10,0,0,0.0,0,0
269256,959137,2017,10,0,0,0.0,0,0
269257,959179,2017,10,0,0,0.0,0,0
269258,959453,2017,10,0,0,0.0,0,0
269259,959673,2017,10,0,0,0.0,0,0
269260,959728,2017,10,0,0,0.0,0,0
269261,959778,2017,10,0,0,0.0,0,0
269262,959793,2017,10,0,0,0.0,0,0
269263,960050,2017,10,0,0,0.0,0,0
269264,960050,2017,10,0,0,0.0,0,0
269265,960082,2017,10,0,0,0.0,0,0
269266,960253,2017,10,0,0,0.0,0,0
269267,960555,2017,10,0,0,0.0,0,0
269268,960678,2017,10,0,0,0.0,0,0
269269,960708,2017,10,0,0,0.0,0,0
269270,960761,2017,10,0,0,0.0,0,0
269271,960934,2017,10,0,0,0.0,0,0
269272,960959,2017,10,0,0,0.0,0,0
269273,961213,2017,10,0,0,0.0,0,0
269274,961218,2017,10,0,0,0.0,0,0
269275,961427,2017,10,0,0,0.0,0,0
269276,961440,2017,10,0,0,0.0,0,0
269277,961455,2017,10,0,0,0.0,0,0
269278,961512,2017,10,0,0,0.0,0,0
269279,961533,2017,10,0,0,0.0,0,0
269280,961639,2017,10,0,0,0.0,0,0
269281,475395,2017,9,0,0,0.0,0,0
269282,961837,2017,10,0,0,0.0,0,0
269283,961965,2017,10,0,0,0.0,0,0
269284,962055,2017,10,0,0,0.0,0,0
269285,962267,2017,10,0,0,0.0,0,0
269286,962472,2017,10,0,0,0.0,0,0
269287,962566,2017,10,0,0,0.0,0,0
269288,962600,2017,10,0,0,0.0,0,0
269289,962801,2017,10,0,0,0.0,0,0
269290,963100,2017,10,0,0,0.0,0,0
269291,475395,2017,11,0,0,0.0,0,0
269292,963410,2017,10,0,0,0.0,0,0
269293,963502,2017,10,0,0,0.0,0,0
269294,963541,2017,10,0,0,0.0,0,0
269295,963644,2017,10,0,0,0.0,0,0
269296,963690,2017,10,0,0,0.0,0,0
269297,963814,2017,10,0,0,0.0,0,0
269298,963921,2017,10,0,0,0.0,0,0
269299,963985,2017,10,0,0,0.0,0,0
269300,964206,2017,10,0,0,0.0,0,0
269301,964744,2017,10,0,0,0.0,0,0
269302,964791,2017,10,0,0,0.0,0,0
269303,475395,2017,12,0,0,0.0,0,0
269304,965079,2017,10,0,0,0.0,0,0
269305,965116,2017,10,0,0,0.0,0,0
269306,475395,2018,1,0,0,0.0,0,0
269307,965605,2017,10,0,0,0.0,0,0
269308,965688,2017,10,0,0,0.0,0,0
269309,965691,2017,10,0,0,0.0,0,0
269310,965698,2017,10,0,0,0.0,0,0
269311,965713,2017,10,0,0,0.0,0,0
269312,965751,2017,10,0,0,0.0,0,0
269313,965758,2017,10,0,0,0.0,0,0
269314,966059,2017,10,0,0,0.0,0,0
269315,966089,2017,10,0,0,0.0,0,0
269316,966117,2017,10,0,0,0.0,0,0
269317,966142,2017,10,0,0,0.0,0,0
269318,966227,2017,10,0,0,0.0,0,0
269319,966285,2017,10,0,0,0.0,0,0
269320,475395,2018,2,0,0,0.0,0,0
269321,966372,2017,10,0,0,0.0,0,0
269322,966512,2017,10,0,0,0.0,0,0
269323,966688,2017,10,0,0,0.0,0,0
269324,966920,2017,10,0,0,0.0,0,0
269325,966949,2017,10,0,0,0.0,0,0
269326,966953,2017,10,0,0,0.0,0,0
269327,967032,2017,10,0,0,0.0,0,0
269328,967093,2017,10,0,0,0.0,0,0
269329,967150,2017,10,0,0,0.0,0,0
269330,967233,2017,10,0,0,0.0,0,0
269331,967241,2017,10,0,0,0.0,0,0
269332,475395,2018,4,0,0,0.0,0,0
269333,967274,2017,10,0,0,0.0,0,0
269334,967298,2017,10,0,0,0.0,0,0
269335,967347,2017,10,0,0,0.0,0,0
269336,967502,2017,10,0,0,0.0,0,0
269337,967634,2017,10,0,0,0.0,0,0
269338,967637,2017,10,0,0,0.0,0,0
269339,475395,2018,6,0,0,0.0,0,0
269340,967727,2017,10,0,0,0.0,0,0
269341,967738,2017,10,0,0,0.0,0,0
269342,967819,2017,10,0,0,0.0,0,0
269343,967904,2017,10,0,0,0.0,0,0
269344,967966,2017,10,0,0,0.0,0,0
269345,968034,2017,10,0,0,0.0,0,0
269346,968034,2017,10,0,0,0.0,0,0
269347,968064,2017,10,0,0,0.0,0,0
269348,968090,2017,10,0,0,0.0,0,0
269349,968225,2017,10,0,0,0.0,0,0
269350,968253,2017,10,0,0,0.0,0,0
269351,968325,2017,10,0,0,0.0,0,0
269352,968370,2017,10,0,0,0.0,0,0
269353,968450,2017,10,0,0,0.0,0,0
269354,968608,2017,10,0,0,0.0,0,0
269355,968632,2017,10,0,0,0.0,0,0
269356,968638,2017,10,0,0,0.0,0,0
269357,968666,2017,10,0,0,0.0,0,0
269358,968807,2017,10,0,0,0.0,0,0
269359,968828,2017,10,0,0,0.0,0,0
269360,475395,2018,7,0,0,0.0,0,0
269361,968867,2017,10,0,0,0.0,0,0
269362,968943,2017,10,0,0,0.0,0,0
269363,969092,2017,10,0,0,0.0,0,0
269364,969219,2017,10,0,0,0.0,0,0
269365,969483,2017,10,0,0,0.0,0,0
269366,969500,2017,10,0,0,0.0,0,0
269367,969616,2017,10,0,0,0.0,0,0
269368,969626,2017,10,0,0,0.0,0,0
269369,475395,2018,8,0,0,0.0,0,0
269370,475395,2018,9,0,0,0.0,0,0
269371,475395,2018,10,0,0,0.0,0,0
269372,969800,2017,10,0,0,0.0,0,0
269373,969860,2017,10,0,0,0.0,0,0
269374,475395,2018,11,0,0,0.0,0,0
269375,970092,2017,10,0,0,0.0,0,0
269376,970152,2017,10,0,0,0.0,0,0
269377,970401,2017,10,0,0,0.0,0,0
269378,970639,2017,10,0,0,0.0,0,0
269379,970783,2017,10,0,0,0.0,0,0
269380,970976,2017,10,0,0,0.0,0,0
269381,971030,2017,10,0,0,0.0,0,0
269382,971097,2017,10,0,0,0.0,0,0
269383,971107,2017,10,0,0,0.0,0,0
269384,971142,2017,10,0,0,0.0,0,0
269385,971488,2017,10,0,0,0.0,0,0
269386,971599,2017,10,0,0,0.0,0,0
269387,475395,2018,12,0,0,0.0,0,0
269388,971609,2017,10,0,0,0.0,0,0
269389,971637,2017,10,0,0,0.0,0,0
269390,971902,2017,10,0,0,0.0,0,0
269391,972222,2017,10,0,0,0.0,0,0
269392,475930,2017,1,0,0,0.0,0,0
269393,972636,2017,10,0,0,0.0,0,0
269394,475930,2017,2,0,0,0.0,0,0
269395,972673,2017,10,0,0,0.0,0,0
269396,972686,2017,10,0,0,0.0,0,0
269397,475930,2017,3,0,0,0.0,0,0
269398,972791,2017,10,0,0,0.0,0,0
269399,972795,2017,10,0,0,0.0,0,0
269400,972954,2017,10,0,0,0.0,0,0
269401,972964,2017,10,0,0,0.0,0,0
269402,973059,2017,10,0,0,0.0,0,0
269403,475930,2017,4,0,0,0.0,0,0
269404,973070,2017,10,0,0,0.0,0,0
269405,973104,2017,10,0,0,0.0,0,0
269406,973112,2017,10,0,0,0.0,0,0
269407,973168,2017,10,0,0,0.0,0,0
269408,973407,2017,10,0,0,0.0,0,0
269409,973485,2017,10,0,0,0.0,0,0
269410,973609,2017,10,0,0,0.0,0,0
269411,973897,2017,10,0,0,0.0,0,0
269412,973921,2017,10,0,0,0.0,0,0
269413,973951,2017,10,0,0,0.0,0,0
269414,974041,2017,10,0,0,0.0,0,0
269415,974189,2017,10,0,0,0.0,0,0
269416,974330,2017,10,0,0,0.0,0,0
269417,475930,2017,5,0,0,0.0,0,0
269418,974500,2017,10,0,0,0.0,0,0
269419,974606,2017,10,0,0,0.0,0,0
269420,974630,2017,10,0,0,0.0,0,0
269421,974715,2017,10,0,0,0.0,0,0
269422,475930,2017,6,0,0,0.0,0,0
269423,974829,2017,10,0,0,0.0,0,0
269424,974848,2017,10,0,0,0.0,0,0
269425,974875,2017,10,0,0,0.0,0,0
269426,975181,2017,10,0,0,0.0,0,0
269427,975212,2017,10,0,0,0.0,0,0
269428,975218,2017,10,0,0,0.0,0,0
269429,975387,2017,10,0,0,0.0,0,0
269430,975407,2017,10,0,0,0.0,0,0
269431,975412,2017,10,0,0,0.0,0,0
269432,975466,2017,10,0,0,0.0,0,0
269433,975531,2017,10,0,0,0.0,0,0
269434,975692,2017,10,0,0,0.0,0,0
269435,975846,2017,10,0,0,0.0,0,0
269436,975949,2017,10,0,0,0.0,0,0
269437,976004,2017,10,0,0,0.0,0,0
269438,976007,2017,10,0,0,0.0,0,0
269439,976153,2017,10,0,0,0.0,0,0
269440,976307,2017,10,0,0,0.0,0,0
269441,976330,2017,10,0,0,0.0,0,0
269442,475930,2017,8,0,0,0.0,0,0
269443,976489,2017,10,0,0,0.0,0,0
269444,976695,2017,10,0,0,0.0,0,0
269445,976831,2017,10,0,0,0.0,0,0
269446,976834,2017,10,0,0,0.0,0,0
269447,977037,2017,10,0,0,0.0,0,0
269448,977178,2017,10,0,0,0.0,0,0
269449,977236,2017,10,0,0,0.0,0,0
269450,977244,2017,10,0,0,0.0,0,0
269451,977274,2017,10,0,0,0.0,0,0
269452,977303,2017,10,0,0,0.0,0,0
269453,475930,2017,10,0,0,0.0,0,0
269454,977523,2017,10,0,0,0.0,0,0
269455,977676,2017,10,0,0,0.0,0,0
269456,978040,2017,10,0,0,0.0,0,0
269457,978130,2017,10,0,0,0.0,0,0
269458,978349,2017,10,0,0,0.0,0,0
269459,978484,2017,10,0,0,0.0,0,0
269460,978676,2017,10,0,0,0.0,0,0
269461,978712,2017,10,0,0,0.0,0,0
269462,978907,2017,10,0,0,0.0,0,0
269463,978934,2017,10,0,0,0.0,0,0
269464,979010,2017,10,0,0,0.0,0,0
269465,979115,2017,10,0,0,0.0,0,0
269466,979115,2017,10,0,0,0.0,0,0
269467,979168,2017,10,0,0,0.0,0,0
269468,979262,2017,10,0,0,0.0,0,0
269469,979309,2017,10,0,0,0.0,0,0
269470,475930,2017,12,0,0,0.0,0,0
269471,979389,2017,10,0,0,0.0,0,0
269472,979575,2017,10,0,0,0.0,0,0
269473,475930,2018,1,0,0,0.0,0,0
269474,979983,2017,10,0,0,0.0,0,0
269475,980145,2017,10,0,0,0.0,0,0
269476,980198,2017,10,0,0,0.0,0,0
269477,980494,2017,10,0,0,0.0,0,0
269478,980575,2017,10,0,0,0.0,0,0
269479,980651,2017,10,0,0,0.0,0,0
269480,980837,2017,10,0,0,0.0,0,0
269481,980856,2017,10,0,0,0.0,0,0
269482,980915,2017,10,0,0,0.0,0,0
269483,980952,2017,10,0,0,0.0,0,0
269484,981091,2017,10,0,0,0.0,0,0
269485,981150,2017,10,0,0,0.0,0,0
269486,981160,2017,10,0,0,0.0,0,0
269487,981195,2017,10,0,0,0.0,0,0
269488,981198,2017,10,0,0,0.0,0,0
269489,475930,2018,2,0,0,0.0,0,0
269490,981343,2017,10,0,0,0.0,0,0
269491,981434,2017,10,0,0,0.0,0,0
269492,981508,2017,10,0,0,0.0,0,0
269493,981508,2017,10,0,0,0.0,0,0
269494,981581,2017,10,0,0,0.0,0,0
269495,981664,2017,10,0,0,0.0,0,0
269496,981851,2017,10,0,0,0.0,0,0
269497,982059,2017,10,0,0,0.0,0,0
269498,982202,2017,10,0,0,0.0,0,0
269499,982296,2017,10,0,0,0.0,0,0
269500,982416,2017,10,0,0,0.0,0,0
269501,475930,2018,3,0,0,0.0,0,0
269502,982446,2017,10,0,0,0.0,0,0
269503,982501,2017,10,0,0,0.0,0,0
269504,475930,2018,4,0,0,0.0,0,0
269505,475930,2018,5,0,0,0.0,0,0
269506,982543,2017,10,0,0,0.0,0,0
269507,982578,2017,10,0,0,0.0,0,0
269508,475930,2018,6,0,0,0.0,0,0
269509,982895,2017,10,0,0,0.0,0,0
269510,983199,2017,10,0,0,0.0,0,0
269511,983353,2017,10,0,0,0.0,0,0
269512,983393,2017,10,0,0,0.0,0,0
269513,983440,2017,10,0,0,0.0,0,0
269514,983450,2017,10,0,0,0.0,0,0
269515,983551,2017,10,0,0,0.0,0,0
269516,983713,2017,10,0,0,0.0,0,0
269517,983810,2017,10,0,0,0.0,0,0
269518,983822,2017,10,0,0,0.0,0,0
269519,983855,2017,10,0,0,0.0,0,0
269520,983872,2017,10,0,0,0.0,0,0
269521,984115,2017,10,0,0,0.0,0,0
269522,984180,2017,10,0,0,0.0,0,0
269523,984290,2017,10,0,0,0.0,0,0
269524,984429,2017,10,0,0,0.0,0,0
269525,984545,2017,10,0,0,0.0,0,0
269526,984713,2017,10,0,0,0.0,0,0
269527,984968,2017,10,0,0,0.0,0,0
269528,985115,2017,10,0,0,0.0,0,0
269529,985183,2017,10,0,0,0.0,0,0
269530,985266,2017,10,0,0,0.0,0,0
269531,475930,2018,7,0,0,0.0,0,0
269532,475930,2018,8,0,0,0.0,0,0
269533,985622,2017,10,0,0,0.0,0,0
269534,985707,2017,10,0,0,0.0,0,0
269535,475930,2018,9,0,0,0.0,0,0
269536,475930,2018,10,0,0,0.0,0,0
269537,986126,2017,10,0,0,0.0,0,0
269538,986208,2017,10,0,0,0.0,0,0
269539,986217,2017,10,0,0,0.0,0,0
269540,986421,2017,10,0,0,0.0,0,0
269541,986461,2017,10,0,0,0.0,0,0
269542,986507,2017,10,0,0,0.0,0,0
269543,986623,2017,10,0,0,0.0,0,0
269544,986825,2017,10,0,0,0.0,0,0
269545,987153,2017,10,0,0,0.0,0,0
269546,987205,2017,10,0,0,0.0,0,0
269547,987425,2017,10,0,0,0.0,0,0
269548,987482,2017,10,0,0,0.0,0,0
269549,475930,2018,11,0,0,0.0,0,0
269550,987978,2017,10,0,0,0.0,0,0
269551,988043,2017,10,0,0,0.0,0,0
269552,988149,2017,10,0,0,0.0,0,0
269553,988223,2017,10,0,0,0.0,0,0
269554,988234,2017,10,0,0,0.0,0,0
269555,988307,2017,10,0,0,0.0,0,0
269556,988392,2017,10,0,0,0.0,0,0
269557,988392,2017,10,0,0,0.0,0,0
269558,475930,2018,12,0,0,0.0,0,0
269559,476080,2017,1,0,0,0.0,0,0
269560,988552,2017,10,0,0,0.0,0,0
269561,988594,2017,10,0,0,0.0,0,0
269562,988638,2017,10,0,0,0.0,0,0
269563,988839,2017,10,0,0,0.0,0,0
269564,988927,2017,10,0,0,0.0,0,0
269565,989040,2017,10,0,0,0.0,0,0
269566,989048,2017,10,0,0,0.0,0,0
269567,989067,2017,10,0,0,0.0,0,0
269568,989081,2017,10,0,0,0.0,0,0
269569,989148,2017,10,0,0,0.0,0,0
269570,989154,2017,10,0,0,0.0,0,0
269571,989220,2017,10,0,0,0.0,0,0
269572,989429,2017,10,0,0,0.0,0,0
269573,989473,2017,10,0,0,0.0,0,0
269574,989528,2017,10,0,0,0.0,0,0
269575,989528,2017,10,0,0,0.0,0,0
269576,989658,2017,10,0,0,0.0,0,0
269577,989746,2017,10,0,0,0.0,0,0
269578,989837,2017,10,0,0,0.0,0,0
269579,990122,2017,10,0,0,0.0,0,0
269580,990218,2017,10,0,0,0.0,0,0
269581,990268,2017,10,0,0,0.0,0,0
269582,990512,2017,10,0,0,0.0,0,0
269583,990512,2017,10,0,0,0.0,0,0
269584,990595,2017,10,0,0,0.0,0,0
269585,990728,2017,10,0,0,0.0,0,0
269586,990933,2017,10,0,0,0.0,0,0
269587,990947,2017,10,0,0,0.0,0,0
269588,990955,2017,10,0,0,0.0,0,0
269589,991050,2017,10,0,0,0.0,0,0
269590,991056,2017,10,0,0,0.0,0,0
269591,991084,2017,10,0,0,0.0,0,0
269592,991189,2017,10,0,0,0.0,0,0
269593,991213,2017,10,0,0,0.0,0,0
269594,991275,2017,10,0,0,0.0,0,0
269595,991356,2017,10,0,0,0.0,0,0
269596,991371,2017,10,0,0,0.0,0,0
269597,476080,2017,6,0,0,0.0,0,0
269598,991529,2017,10,0,0,0.0,0,0
269599,991627,2017,10,0,0,0.0,0,0
269600,476080,2017,7,0,0,0.0,0,0
269601,476080,2017,8,0,0,0.0,0,0
269602,992028,2017,10,0,0,0.0,0,0
269603,476080,2017,9,0,0,0.0,0,0
269604,992194,2017,10,0,0,0.0,0,0
269605,992499,2017,10,0,0,0.0,0,0
269606,992538,2017,10,0,0,0.0,0,0
269607,992542,2017,10,0,0,0.0,0,0
269608,992631,2017,10,0,0,0.0,0,0
269609,992769,2017,10,0,0,0.0,0,0
269610,992930,2017,10,0,0,0.0,0,0
269611,992985,2017,10,0,0,0.0,0,0
269612,992986,2017,10,0,0,0.0,0,0
269613,993054,2017,10,0,0,0.0,0,0
269614,993266,2017,10,0,0,0.0,0,0
269615,993328,2017,10,0,0,0.0,0,0
269616,993650,2017,10,0,0,0.0,0,0
269617,993986,2017,10,0,0,0.0,0,0
269618,476080,2017,10,0,0,0.0,0,0
269619,994219,2017,10,0,0,0.0,0,0
269620,994225,2017,10,0,0,0.0,0,0
269621,994285,2017,10,0,0,0.0,0,0
269622,994308,2017,10,0,0,0.0,0,0
269623,994571,2017,10,0,0,0.0,0,0
269624,994676,2017,10,0,0,0.0,0,0
269625,476080,2017,11,0,0,0.0,0,0
269626,994707,2017,10,0,0,0.0,0,0
269627,994763,2017,10,0,0,0.0,0,0
269628,994803,2017,10,0,0,0.0,0,0
269629,994877,2017,10,0,0,0.0,0,0
269630,994993,2017,10,0,0,0.0,0,0
269631,995079,2017,10,0,0,0.0,0,0
269632,995091,2017,10,0,0,0.0,0,0
269633,995404,2017,10,0,0,0.0,0,0
269634,995693,2017,10,0,0,0.0,0,0
269635,995734,2017,10,0,0,0.0,0,0
269636,995812,2017,10,0,0,0.0,0,0
269637,995868,2017,10,0,0,0.0,0,0
269638,995877,2017,10,0,0,0.0,0,0
269639,995943,2017,10,0,0,0.0,0,0
269640,996086,2017,10,0,0,0.0,0,0
269641,996152,2017,10,0,0,0.0,0,0
269642,996159,2017,10,0,0,0.0,0,0
269643,996238,2017,10,0,0,0.0,0,0
269644,996254,2017,10,0,0,0.0,0,0
269645,996301,2017,10,0,0,0.0,0,0
269646,996539,2017,10,0,0,0.0,0,0
269647,996616,2017,10,0,0,0.0,0,0
269648,996639,2017,10,0,0,0.0,0,0
269649,996686,2017,10,0,0,0.0,0,0
269650,996794,2017,10,0,0,0.0,0,0
269651,996984,2017,10,0,0,0.0,0,0
269652,996989,2017,10,0,0,0.0,0,0
269653,997008,2017,10,0,0,0.0,0,0
269654,476080,2017,12,0,0,0.0,0,0
269655,997322,2017,10,0,0,0.0,0,0
269656,997359,2017,10,0,0,0.0,0,0
269657,476080,2018,1,0,0,0.0,0,0
269658,997478,2017,10,0,0,0.0,0,0
269659,997539,2017,10,0,0,0.0,0,0
269660,476080,2018,2,0,0,0.0,0,0
269661,476080,2018,3,0,0,0.0,0,0
269662,997741,2017,10,0,0,0.0,0,0
269663,997857,2017,10,0,0,0.0,0,0
269664,997912,2017,10,0,0,0.0,0,0
269665,997945,2017,10,0,0,0.0,0,0
269666,997964,2017,10,0,0,0.0,0,0
269667,998061,2017,10,0,0,0.0,0,0
269668,476080,2018,4,0,0,0.0,0,0
269669,998090,2017,10,0,0,0.0,0,0
269670,998112,2017,10,0,0,0.0,0,0
269671,998465,2017,10,0,0,0.0,0,0
269672,650529,2017,2,0,0,0.0,387,70
269673,998776,2017,10,0,0,0.0,0,0
269674,998820,2017,10,0,0,0.0,0,0
269675,476080,2018,5,0,0,0.0,0,0
269676,999120,2017,10,0,0,0.0,0,0
269677,999143,2017,10,0,0,0.0,0,0
269678,999272,2017,10,0,0,0.0,0,0
269679,476080,2018,6,0,0,0.0,0,0
269680,999460,2017,10,0,0,0.0,0,0
269681,965116,2018,2,0,0,0.0,387,70
269682,999524,2017,10,0,0,0.0,0,0
269683,492011,2017,11,0,0,0.0,414,75
269684,999589,2017,10,0,0,0.0,0,0
269685,476080,2018,7,0,0,0.0,0,0
269686,999758,2017,10,0,0,0.0,0,0
269687,531293,2018,4,0,0,0.0,431,78
269688,476080,2018,8,0,0,0.0,0,0
269689,999911,2017,10,0,0,0.0,0,0
269690,999940,2017,10,0,0,0.0,0,0
269691,999982,2017,10,0,0,0.0,0,0
269692,100364,2017,11,0,0,0.0,0,0
269693,391509,2018,9,0,0,0.0,458,82
269694,100428,2017,11,0,0,0.0,0,0
269695,100550,2017,11,0,0,0.0,0,0
269696,100585,2017,11,0,0,0.0,0,0
269697,100644,2017,11,0,0,0.0,0,0
269698,100646,2017,11,0,0,0.0,0,0
269699,100727,2017,11,0,0,0.0,0,0
269700,100853,2017,11,0,0,0.0,0,0
269701,100883,2017,11,0,0,0.0,0,0
269702,101148,2017,11,0,0,0.0,0,0
269703,101356,2017,11,0,0,0.0,0,0
269704,476080,2018,9,0,0,0.0,0,0
269705,101515,2017,11,0,0,0.0,0,0
269706,101540,2017,11,0,0,0.0,0,0
269707,101544,2017,11,0,0,0.0,0,0
269708,101547,2017,11,0,0,0.0,0,0
269709,101644,2017,11,0,0,0.0,0,0
269710,101664,2017,11,0,0,0.0,0,0
269711,476080,2018,10,0,0,0.0,0,0
269712,101768,2017,11,0,0,0.0,0,0
269713,476080,2018,11,0,0,0.0,0,0
269714,101895,2017,11,0,0,0.0,0,0
269715,101902,2017,11,0,0,0.0,0,0
269716,102168,2017,11,0,0,0.0,0,0
269717,102207,2017,11,0,0,0.0,0,0
269718,102308,2017,11,0,0,0.0,0,0
269719,102311,2017,11,0,0,0.0,0,0
269720,102464,2017,11,0,0,0.0,0,0
269721,102615,2017,11,0,0,0.0,0,0
269722,102726,2017,11,0,0,0.0,0,0
269723,102730,2017,11,0,0,0.0,0,0
269724,102740,2017,11,0,0,0.0,0,0
269725,102982,2017,11,0,0,0.0,0,0
269726,103151,2017,11,0,0,0.0,0,0
269727,103340,2017,11,0,0,0.0,0,0
269728,103352,2017,11,0,0,0.0,0,0
269729,103359,2017,11,0,0,0.0,0,0
269730,103362,2017,11,0,0,0.0,0,0
269731,103383,2017,11,0,0,0.0,0,0
269732,103490,2017,11,0,0,0.0,0,0
269733,103502,2017,11,0,0,0.0,0,0
269734,103699,2017,11,0,0,0.0,0,0
269735,103731,2017,11,0,0,0.0,0,0
269736,103758,2017,11,0,0,0.0,0,0
269737,103862,2017,11,0,0,0.0,0,0
269738,103969,2017,11,0,0,0.0,0,0
269739,103975,2017,11,0,0,0.0,0,0
269740,103985,2017,11,0,0,0.0,0,0
269741,104673,2017,11,0,0,0.0,0,0
269742,104739,2017,11,0,0,0.0,0,0
269743,104849,2017,11,0,0,0.0,0,0
269744,104960,2017,11,0,0,0.0,0,0
269745,105074,2017,11,0,0,0.0,0,0
269746,105145,2017,11,0,0,0.0,0,0
269747,105193,2017,11,0,0,0.0,0,0
269748,476080,2018,12,0,0,0.0,0,0
269749,105335,2017,11,0,0,0.0,0,0
269750,105352,2017,11,0,0,0.0,0,0
269751,105552,2017,11,0,0,0.0,0,0
269752,105700,2017,11,0,0,0.0,0,0
269753,105932,2017,11,0,0,0.0,0,0
269754,105992,2017,11,0,0,0.0,0,0
269755,106048,2017,11,0,0,0.0,0,0
269756,106218,2017,11,0,0,0.0,0,0
269757,106444,2017,11,0,0,0.0,0,0
269758,106477,2017,11,0,0,0.0,0,0
269759,477599,2017,1,0,0,0.0,0,0
269760,106589,2017,11,0,0,0.0,0,0
269761,106592,2017,11,0,0,0.0,0,0
269762,106616,2017,11,0,0,0.0,0,0
269763,106623,2017,11,0,0,0.0,0,0
269764,106689,2017,11,0,0,0.0,0,0
269765,106754,2017,11,0,0,0.0,0,0
269766,106838,2017,11,0,0,0.0,0,0
269767,106946,2017,11,0,0,0.0,0,0
269768,106964,2017,11,0,0,0.0,0,0
269769,107067,2017,11,0,0,0.0,0,0
269770,477599,2017,3,0,0,0.0,0,0
269771,107296,2017,11,0,0,0.0,0,0
269772,107385,2017,11,0,0,0.0,0,0
269773,477599,2017,4,0,0,0.0,0,0
269774,107487,2017,11,0,0,0.0,0,0
269775,477599,2017,5,0,0,0.0,0,0
269776,107571,2017,11,0,0,0.0,0,0
269777,107730,2017,11,0,0,0.0,0,0
269778,107835,2017,11,0,0,0.0,0,0
269779,107902,2017,11,0,0,0.0,0,0
269780,107993,2017,11,0,0,0.0,0,0
269781,108264,2017,11,0,0,0.0,0,0
269782,477599,2017,6,0,0,0.0,0,0
269783,477599,2017,7,0,0,0.0,0,0
269784,108381,2017,11,0,0,0.0,0,0
269785,108440,2017,11,0,0,0.0,0,0
269786,108462,2017,11,0,0,0.0,0,0
269787,108481,2017,11,0,0,0.0,0,0
269788,477599,2017,8,0,0,0.0,0,0
269789,109022,2017,11,0,0,0.0,0,0
269790,109023,2017,11,0,0,0.0,0,0
269791,109029,2017,11,0,0,0.0,0,0
269792,477599,2017,9,0,0,0.0,0,0
269793,109840,2017,11,0,0,0.0,0,0
269794,109896,2017,11,0,0,0.0,0,0
269795,477599,2017,10,0,0,0.0,0,0
269796,110001,2017,11,0,0,0.0,0,0
269797,477599,2017,11,0,0,0.0,0,0
269798,110073,2017,11,0,0,0.0,0,0
269799,477599,2017,12,0,0,0.0,0,0
269800,110170,2017,11,0,0,0.0,0,0
